institution,latitude,longitude
"Ramona Optics, Inc.",35.997417,-78.91746
Active Therapy Systems Llc,37.884236,-84.577292
Tric Robotics Llc,35.280479,-120.66243
"Marine Technology Society, Inc.",38.905369,-77.032591
Solmem Llc,29.843177,-95.505669
"Bdywr, Llc",40.451168,-86.951926
"Spatio Metrics, Inc.",42.36417,-71.083775
Southwest Research Institute,29.44395,-98.61457
College Of The Canyons,34.428514,-118.536045
California Maritime Academy,38.06922,-122.23035
Windscapeai Llc,37.85731,-122.2745
Greater Washington Educational Telecommunications Association,38.841262,-77.086308
National University,32.829484,-117.127266
Kcore Analytics Llc,40.741546,-73.979374
Xavier University,39.148649,-84.478458
"Boston Va Research Institute, Inc.",42.35888,-71.056804
Sweet Briar College,46.825626,-101.15499
Ouachita Baptist University,34.125093,-93.052791
Battelleed.org,39.989348,-83.021239
Agile Rf Systems Llc,40.310268,-105.074757
"Earth Mapping International, Inc.",33.897892,-84.19423
University Of Missouri,43.073729,-89.421439
"University Of Califonia, Santa Barbara",34.423349,-119.70343
State University Of New York Albany,42.649866,-73.752739
"University Of Tennessee, Knoxville",40.471476,-79.959778
The Pennsylvania State University,33.653393,-84.449515
Children's Museum Of Pittsburgh,40.452837,-80.006356
Curry College,44.413957,-68.586858
Warren Wilson College,35.613375,-82.440226
Algebra Project Inc,42.36583,-71.10205
Clayton College And State University,35.650549,-78.456601
The State University Of New York At Buffalo,44.41774,-72.0159
University Of Illinios Urbana-Champaign,40.108342,-83.75247
"University Of Illinois, Urbana-Champaign",40.11631,-88.242664
Commonwealth University Of Pennsylvania,41.006284,-76.450471
Westchester Community College,41.074013,-73.774095
Exploratorium,37.80216,-122.39813
Langston University,35.945311,-97.255572
"Onecyte Biotechnologies, Inc.",42.364794,-71.16574
Avila University,39.098485,-94.578631
University Of Central Arkansas,35.251682,-90.93219
Illinois College,39.73218,-90.247
Infusense Llc,36.134695,-86.826589
"Symbrosia, Inc.",19.672147,-156.015841
Salem State University,39.28894,-80.536964
Virginia Union University,37.535871,-77.434646
University Of Minnesota Twin Cities,43.668336,-92.974815
Institute For Native Pacific Education And Culture,21.31948,-158.07075
"Felician University, A New Jersey Nonprofit Corporation",40.866992,-74.094982
National Society Of Black Engineers,38.80472,-77.058427
Spadxtech Llc,42.27763,-71.79854
Archaeology Southwest,32.22577,-110.9719
Ithaca College,42.352444,-76.480835
Minerals Metals & Materials Society,40.564062,-80.022507
American Society For Biochemistry And Molecular Biology,39.047825,-77.127443
Minnesota State University Moorhead,46.86719,-96.760636
University Of Wisconsin-Platteville,42.732683,-90.487152
National-Louis University,40.065627,-80.72227
Utica College,43.09423,-75.27101
Oregon Museum Of Science And Industry,45.515197,-122.678367
Central Connecticut State University,41.66567,-72.78151
Lake Superior State University,46.491403,-84.35839
The City College Of New York,40.825238,-73.947596
Thomas Jefferson National Accelerator Facility (Jefferson Lab),25.761083,-80.37667
Macula Vision Systems Inc.,32.432781,-110.945061
University Of Santa Cruz,42.330071,-71.194842
Livedx Inc.,39.687145,-104.936643
School For American Research,35.68785,-105.938848
"Pointpro, Inc.",39.98507,-83.00654
Hastings Center,40.586121,-98.389909
Astronomical Society Of The Pacific,37.72492,-122.462072
Environmental Defense Fund,40.738624,-73.987229
Lehigh Carbon Community College,40.66374,-75.611962
Qubitsolve Inc.,39.65918,-79.957521
"Katabasis, Inc.",35.3613,-77.29969
Arkansas Childrens Hospital Research Institute,34.739398,-92.292369
Morningbird Media Corporation,28.882371,-97.022617
Metabob Inc,37.407094,-121.979414
College Of Saint Benedict,39.767393,-94.853027
Afsartech Inc.,40.822774,-74.103437
"3Fates-Xray, Inc.",37.368521,-122.039667
"Cyber Pack Ventures, Inc.",39.28826,-76.83254
"Universidad Del Sagrado Corazon, Inc.",29.326934,-98.426454
"Merit Network, Inc.",42.213893,-83.744979
"Bondtrue, Llc",39.407989,-76.656539
Truman State University,40.19034,-92.58264
Falcon Fuel Cells Inc.,43.05206,-77.50541
Knox College,40.947696,-90.309883
Global Philanthropy Partnership,41.886115,-87.635957
Society For Developmental Biol,39.047825,-77.127443
Reset Water Llc,44.669832,-74.986853
New Mexico Highlands University,35.593145,-105.226288
Encoord Inc,39.753192,-105.055298
"Liberty University, Inc.",37.414018,-79.141555
Planck Energies Inc.,42.358833,-71.153639
"Cerflux, Inc.",33.516723,-86.804946
Aepnus Technology Inc,37.814698,-122.291843
"Free To Feed, Inc.",39.17543,-75.530704
Zqai Llc,41.971866,-87.678217
Opal Htm Inc,41.886693,-87.667646
University Of Puerto Rico At Humacao,18.148195,-65.851101
Grain Weevil Corporation,41.214177,-96.052732
"Lambda Function, Inc.",37.898012,-121.728626
Optical Waters Llc,42.34895,-72.47655
Nanopath Inc.,42.362905,-71.096257
"Sagefox Consulting Group, Llc",42.37623,-72.518159
Northeast Ohio Medical University,41.10407,-81.244046
"Neurodyne, Inc.",35.11203,-89.829969
The Research Institute At Nationwide Children's Hospital,39.962232,-83.000642
"Inclusive Engineering Consortium, Inc.",42.088961,-87.70232
Susmax Llc,39.956553,-75.195132
Waihome Llc,21.640494,-158.042352
American Political Science Association,38.910702,-77.042063
Oceanography Society,39.106591,-77.185142
Wabash College,40.03931,-86.90444
"Screen360.tv, Inc.",45.399566,-122.631864
Thintronics Inc,37.78117,-122.26663
"Matmerize, Inc.",33.973977,-84.462805
Taumat Llc,39.01982,-77.0262
"Sixline Semiconductor, Inc.",43.124826,-89.475922
Light Research Inc,32.29467,-110.84781
Salus Financial Technology Inc.,35.216244,-80.852896
Teraspatial Inc,37.471699,-122.1394
"Lutris, Inc.",37.871992,-122.28249
Applied Impulse Inc.,40.16071,-83.08875
Ai-Neotech Llc,26.040356,-80.296035
"Waverley Creations, Inc.",37.426335,-122.127975
"Empiri, Inc.",29.692168,-95.400868
"La Luce Cristallina, Inc.",30.268072,-97.742806
L5 Automation Inc.,34.205933,-118.174975
"Medicarbone, Inc.",32.264579,-110.930161
Skywalk Inc.,37.438499,-122.158638
College Of Southern Maryland,38.559837,-77.009098
Rocky Mountain Institute,40.01816,-105.278683
Louisiana Universities Marine Consortium,29.253708,-90.660828
"Advanced Cooling Technologies, Inc.",40.054508,-76.282701
Word Of Mouth Technologies Inc.,36.117129,-115.127523
Biotronic Innovations Llc,35.217681,-111.642671
Zanet Analytics Corporation,40.691923,-75.223811
Greenville Technical College,34.82427,-82.37134
Earthen Carbon Llc,45.510561,-122.607443
Eastern Florida State College,28.384877,-80.758019
Yakima Valley Community College,46.5845,-120.530001
Diamond Age Technology Llc,29.59293,-95.117375
Stroud Water Research Center,33.435339,-112.349683
Portland Community College,45.438034,-122.73057
"Brave Virtual Worlds, Inc.",30.252461,-97.764467
Vapor Cell Technologies Llc,40.0168,-105.225942
"123 See, Inc.",42.363855,-71.051465
Hollins University,37.35181,-79.94137
Zs Systems Llc,40.422981,-86.850428
Missouri Western State University,39.767393,-94.853027
"National Resource Consultants, Llc",39.196366,-96.636699
"Xmd Diagnostics, Inc.",38.971345,-76.481961
Smart Girls Hq Llc,35.311572,-80.742881
"Just Health Care, Ltd. Co.",38.941655,-105.157651
"Repela Tech, Llc",42.722965,-84.430727
Charmtech Labs Llc,42.907825,-78.8869
Nonlinear Materials Corporation,47.655795,-122.30301
"Ansa Biotechnologies, Inc.",37.8476,-122.28813
"Vectech, Llc",39.33099,-76.642564
"Sunthetics, Inc.",29.844682,-97.979819
"Dextrous Robotics, Inc.",35.124087,-90.006013
"Natrx, Inc.",35.899326,-78.755895
Nanoxort Llc,32.586824,-85.493162
Institute For Systems Biology,47.622615,-122.3375
John Carroll University,41.490301,-81.532668
"Sown To Grow, Inc.",37.8177,-122.24207
Shepherd University,39.430868,-77.805823
"Imaginag Tech, Llc",41.494692,-81.523525
Marshall University Research Corporation,42.282932,-84.96924
University Corporation For Atmospheric Res,40.01816,-105.278683
Medchem Partners Llc,42.42508,-71.24805
Sperry Medtech Inc.,37.208835,-93.292489
University Of New Hampshire,43.136798,-70.935538
South Dakota School Of Mines And Technology,44.080029,-103.227335
University Of Missouri-Columbia,38.95155,-92.328625
"Omnecoil Instruments, Inc.",45.409248,-122.707088
University Of Guam,13.478188,144.809041
"Gpra Strategic Management, Inc.",38.616566,-77.03005
University Of Alaska Anchorage Campus,61.216563,-149.893442
"Deepcast, Llc",29.795605,-95.568575
"Co2sync, Inc.",41.305002,-105.584719
Southern Illinois University At Carbondale,37.725247,-89.216746
Seton Hall University,40.742374,-74.245823
Bowling Green State University,36.993515,-86.4421
"Rhaeos, Inc",42.047918,-87.684195
University Of Massachusetts Amherst,42.385195,-72.52963
"Dpx Technologies, Llc",34.098195,-80.967904
Global Fund For Women Inc,37.793934,-122.403343
Bay Area Bioscience Education Community,37.591509,-122.369023
Smith College,42.319529,-72.629734
Cuesta College,35.294044,-120.668035
University Of Scranton,41.408792,-75.665084
"Framergy, Inc.",30.60922,-96.35746
"Accelerate Wind, Inc.",38.631432,-90.193208
Cartilage Inc,33.635635,-117.840811
Instapath Inc.,29.703254,-95.383043
"Airity Technologies, Inc.",37.476092,-122.213596
Aifly Ventures,37.288374,-122.017842
"Repurpose Energy, Inc.",37.872672,-122.050167
"Nbn Technologies, Llc",43.13527,-77.557093
Amber Agriculture,40.089935,-88.165142
Novonate Inc,37.667683,-122.383098
"Discrete Lattice Industries, Llc",33.50205,-117.74224
"Labrador Systems, Inc.",34.176941,-118.76375
Nview Medical Inc.,40.750094,-111.906787
"Madison Scientific, Inc.",43.070048,-89.514414
"Drivendata, Inc.",39.746693,-104.923125
"Nala Systems, Inc.",35.83749,-78.812762
"Heykiddo, Llc",39.936455,-75.145861
"Electrasteel, Inc.",40.07163,-105.20406
Wake Forest University,35.97791,-78.509789
"Alva Health, Inc.",32.783335,-96.797551
Psi Chi Inc,35.051934,-85.302103
"Community College Of Baltimore County, Essex",39.265984,-76.51313
University Of Baltimore,39.289643,-76.612299
University Of Connecticut Health Center,41.731016,-72.791564
Public Policy Lab,40.704208,-73.986922
Seedai Inc,38.904401,-77.019402
Champlain College Incorporated,44.47549,-73.205836
University Of Nebraska,40.82753,-96.66524
College Of William & Mary Richard Bland College,37.222706,-77.28733
Saint Francis University,45.386948,-93.358579
Albany College Of Pharmacy,42.65217,-73.778596
Rowan College Of Burlington County,39.971374,-74.892999
Alvernia University,40.310151,-75.937065
Washburn University Of Topeka,39.03581,-95.70119
Wichita State University Campus Of Applied Sciences & Technology,37.757342,-97.224183
University Of The Incarnate Word,29.466897,-98.465856
Rose State College,36.219633,-95.029272
Jefferson College,45.522668,-122.989767
Research Foundation D/B/A Stella & Charles Community College,42.751211,-75.465247
Northern Marianas College,43.520992,-71.701353
Nextcorps Inc,43.157646,-77.605326
Medical University Of South Carolina,32.786797,-79.947208
Liberty University,37.353438,-79.177401
Angel Capital Association,34.048051,-118.254187
Bioindustrial Manufacturing And Design Ecosystem,37.84695,-122.292987
"Nona Research Foundation, Inc",42.425342,-71.067816
American Association Of Community Colleges,38.909135,-77.044494
Saint Mary's University Of Minnesota,44.051778,-91.638312
Metadata Game Changers Llc,40.056455,-105.280267
"Insilica, Llc",38.98609,-77.14433
Lisa Fitzpatrick & Associates Md Pc,38.902789,-77.018311
St. Cloud State University,45.560371,-94.160439
Linguistic Society Of America,38.896741,-77.046947
Pennsylvania Western University,40.066479,-79.889975
Botanical Research Institute Of Texas,32.742045,-97.362408
Social Science Research Council,40.69633,-73.99759
"Global Atmospheric Technologies And Sciences, Inc.",37.089223,-76.470461
College Of Southern Nevada,36.221265,-115.104984
American Indian Science And Engineering Society (Aises),35.15685,-106.680091
The New School,40.73558,-73.997
"Cast, Inc.",42.512162,-71.034187
Truckee Meadows Community College,39.571424,-119.796942
University Of Saint Thomas,39.91753,-77.797783
Baton Rouge Community College,30.447961,-91.137961
"Southern Center For Environmental Justice Inc., Deep South Cente",29.975962,-90.078202
Point Reyes Bird Observatory,38.227788,-122.590994
Environmental Law Institute,38.905423,-77.039947
Ohio Wesleyan University,40.298802,-83.067772
Ivy Tech Community College Of Indiana,39.80485,-86.15721
American Statistical Association,38.812877,-77.045618
Onai Inc.,37.302343,-122.031332
Jacksonville University,30.350863,-81.606415
Museum Of Science,42.367695,-71.071322
Open Source Instruments Inc.,42.383705,-71.208223
"Epirus, Inc.",33.95634,-118.30902
"Volexion, Inc.",42.050335,-87.68433
Ranial Systems Inc,40.74878,-73.938934
"Farther Farms, Inc.",43.157646,-77.605326
Emerging Futures Llc,45.52835,-122.680652
"Aesir Technologies, Inc.",37.06207,-94.403084
"Cision Vision, Inc.",37.38735,-122.04839
"Insectapel, Llc",34.941648,-82.081108
Glossifi Inc.,34.059661,-81.584395
Space Domain Awareness Inc.,28.58967,-81.198101
"Tagore Technology, Inc.",42.134149,-87.99151
Blocky Inc.,45.679645,-111.032374
"Batchelor, Cameron J",42.383733,-82.903988
Viatechnik Llc,41.885257,-87.621414
Columbia Gorge Community College,45.58873,-121.18946
"Nanovms, Inc.",37.779956,-122.392096
Haskell Foundation,41.48393,-86.90197
"Subsea Data Systems, Inc.",27.101471,-80.268314
Stochastic Research Technologies Llc,42.27319,-88.247117
Howe Industries Llc,33.638518,-111.885563
Denver Botanic Gardens,39.741681,-104.986109
Boron Nitride Power Llc,41.884933,-87.614853
Tibbar Plasma Technologies Inc.,35.8794,-106.28421
Columbia College,41.881953,-87.632362
"Amcyt, Inc.",38.621339,-121.058559
"Landsdowne Labs, Llc",41.159099,-73.255619
"Brainsoft, Llc",41.998589,-93.638103
"Bluewonder Creative, Llc",36.23526,-86.697462
Monogram Orthopaedics Inc.,30.211922,-97.735881
Orion Labs Llc,40.30348,-104.910733
Blinxel Llc,34.052125,-118.252687
"Independence Science, Llc",40.461785,-86.929677
"Cambrian Works, Inc.",38.9556,-77.364492
Futuresthrive Ltd,41.07955,-73.503258
Arith Inc.,37.423751,-122.105332
Spekciton Biosciences Llc,39.820443,-75.522626
Protein Engines Llc,47.661719,-122.318142
Kineticcore Solutions Llc,40.38,-105.091495
Arix Technologies Inc,30.694054,-91.261114
Ot App Design Llc,40.747185,-74.379695
American Nanotechnologies Inc.,35.942506,-83.952677
Optera Llp,36.077253,-79.811655
Evoseer Llc,41.31837,-105.569526
"Singularity Energy, Inc.",42.381711,-71.102774
"Nextgen Battery Technologies, Llc",32.56298,-82.9443
"Wavearray Antifouling Systems, Llc",26.028662,-81.640068
Leaf Global Fintech Corporation,39.69594,-105.38521
Johns Hopkins School Of Medicine,39.400761,-76.605221
University Of Illinois At Urbana Champaign,40.11631,-88.242664
"Ambi Robotics, Inc.",37.873222,-122.30105
Distributed Spectrum Llc,40.745121,-73.993622
"Organicsmart, Inc.",40.068283,-75.464862
"Oneseventeen Media, Pbc",30.681946,-97.839367
Subuas Llc,40.591873,-74.575845
"Blockalytics, Llc",33.98766,-84.46461
Belmont Scientific Inc.,42.377067,-71.160125
Rush River Research Corporation,44.70308,-92.34691
"Cyberspara, Inc.",44.68121,-75.09375
Innovbot Llc,41.28546,-73.78895
Petl Fluidics Llc,43.052717,-77.498113
"Boston Geospatial, Inc.",42.356965,-71.057502
Maine Shellfish Developers Llc,43.91342,-69.95949
Nanoflex Power Corporation,33.620019,-111.888892
"Skuchain, Inc.",37.397317,-122.058263
Raysecur Inc.,42.200007,-71.155273
"Silivhere Technologies, Inc.",38.029348,-78.482689
"Brio Data Group, Llc",35.257255,-97.436046
Atom Limbs Inc.,37.422437,-122.098782
Subtle Technology Llc,39.04421,-77.30428
"Nth Cycle, Llc",42.494013,-71.230173
Moka Blox Llc,45.877802,-93.29709
Urban Sky Theory Inc.,39.784512,-104.963003
Cross Cultured Foods Pbc,37.826242,-122.284577
"Ameer, Safwa",29.344665,-98.504553
"Jasper, Micah Nathanael",34.036987,-81.120409
Pure Biomass Inc.,33.05605,-117.283796
Augray Llc,43.030429,-88.144409
Blue Marble Space,39.24196,-75.74608
Cooper Union,40.712749,-74.005994
Dimien Inc.,43.00286,-78.80027
Smart Heat Corp,42.026335,-87.754644
"Pragmadx, Inc.",39.35617,-76.61433
Shero Llc,40.897132,-111.861738
"Nanodian, Inc.",37.253802,-121.785263
"Products For Any Lifestyle, Inc.",39.20164,-76.9075
Synvivia,37.84052,-122.286891
"Subseasail, Inc",32.744608,-117.215678
Teverra Llc,33.851931,-84.345502
"Proximal, Llc",35.751656,-78.663546
Nomis Power Group Llc,42.72306,-73.75559
Zymosense Inc.,42.04388,-93.62847
Opal Ai Inc.,34.07998,-118.28662
"Im Technologies, Llc",40.947201,-72.892083
"Tqintelligence, Inc.",33.86339,-84.23151
"Marel Power Solutions, Inc.",34.003034,-118.154081
"Arctura, Inc.",41.452878,-71.537433
"Quantum Simulation Technologies, Inc.",42.357604,-71.146798
Liv Labs Inc.,33.773561,-84.296521
Beyond The Dome Inc,38.276475,-122.667087
Wildlife Imaging Systems Llc,44.33519,-73.10593
"Psyonic, Inc.",32.904596,-117.111414
"Lunar Resources, Inc.",29.54703,-95.09556
Dauphin Island Sea Lab,30.254266,-88.112399
"Fernandez, Nicolas",42.27333,-83.738217
"Obsidian Sensors, Inc.",32.905221,-117.197476
"Two Bears Environmental Consulting, Llc",61.164921,-149.701102
"Vulcan Biologics, Inc.",33.636973,-117.828498
Securesemi Corporation,37.452238,-121.890363
