INSTNM,INSTURL
Remington College-Memphis Campus,https://www.remingtoncollege.edu/locations/memphis/
Fayette Institute of Technology,fit.faye.tec.wv.us/
Capella University,www.capella.edu/
College of Menominee Nation,https://www.menominee.edu/
Leech Lake Tribal College,www.lltc.edu/
Spartan College of Aeronautics & Technology,www.spartan.edu/
Yukon Beauty College Inc,www.yukonbeautycollege.com/
United Education Institute-Morrow,https://www.uei.edu/
Artistic Academy of Hair Design,www.artisticacademy.com/
Motoring Technical Training Institute,www.mtti.edu/
Mech-Tech College,https://www.mechtech.edu/
Baldwin Beauty School-North Austin,baldwinbeautyschools.com/
Jean Madeline Aveda Institute,jeanmadeline.edu/
Pacific College of Health and Science,www.pacificcollege.edu/
Tricoci University of Beauty Culture-Indianapolis,www.tricociuniversity.edu/
Trine University-Regional/Non-Traditional Campuses,trine.edu/online/index.aspx
Pennsylvania Highlands Community College,www.pennhighlands.edu/
Nevada Career Institute,www.nevadacareerinstitute.com/
Phillips Theological Seminary,https://www.ptstulsa.edu/
Empire Beauty School-Hanover,www.empire.edu/
Industrial Management Training Institute,imti.edu/
Allen School-Jamaica,www.allenschool.edu/
Premiere Career College,www.premierecollege.edu/
The University of Texas MD Anderson Cancer Center,www.mdanderson.org/
Paul Mitchell the School-Huntsville,https://paulmitchell.edu/huntsville
Estes Institute of Cosmetology Arts and Science,www.estescosmetology.com/
Baldwin Park Adult & Community Education,https://bpace.bpusd.net/
Ventura Adult and Continuing Education,www.adultedventura.edu/
CT Aerotech,ctaero.cttech.org/
Stratford School for Aviation Maintenance Technicians,ssamt.cttech.org/
City College-Altamonte Springs,https://www.citycollege.edu/
Career Center of Southern Illinois,www.gotoccsi.org/
Crave Beauty Academy,www.cravebeautyacademy.com/
Hastings Beauty School,hastingsbeautyschool.com/
Kirksville Area Technical Center,https://www.kirksville.k12.mo.us/o/katc
Southern Missouri Technical Institute,https://www.zizzers.org/
Saline County Career Center,https://www.marshallschools.com/o/career-center
Warrensburg Area Career Center,https://wacc.warrensburgr6.org/
Cass Career Center,casscareercenter.com/
Applied Technology Services,www.appliedtech-stl.com/
Central College of Cosmetology,centralandsalemcolleges.com/
Southeast Missouri Hospital College of Nursing and Health Sciences,www.sehcollege.edu/
Messenger College,www.messengercollege.edu/
Union County Vocational Technical School,www.ucvts.tec.nj.us/domain/11
Prism Career Institute-Philadelphia,prismcareerinstitute.edu/
Clinton Essex Warren Washington BOCES,www.cves.org/
Jefferson Lewis BOCES-Practical Nursing Program,www.boces.com/
Veeb Nassau County School of Practical Nursing,www.veebpnprogram.org/
Cattaraugus Allegany BOCES-Practical Nursing Program,www.caboces.org/
Orange Ulster BOCES-Practical Nursing Program,www.ouboces.org/
Wayne Finger Lakes BOCES-Practical Nursing Program,https://www.wflboces.org/
Broome Delaware Tioga BOCES-Practical Nursing Program,www.btboces.org/
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,www.wswheboces.org/
Albany BOCES-Adult Practical Nursing Program,https://www.capitalregionboces.org/adult-education/classes-programs/
Eastern Suffolk BOCES,https://adulteducation.esboces.org/programs-services/eastern-suffolk-school-of-practical-nursing/nursing
Rockland County BOCES-Practical Nursing Program,www.rocklandboces.org/programs-for-students/adult-education/practical-nursing
New York College of Health Professions,www.nycollege.edu/
Charles Stuart School of Diamond Setting,charlesstuartschool.com./
Penta County Joint Vocational School,https://www.pentacareercenter.org/
Career and Technology Education Centers of Licking County,c-tec.edu/o/ctec/page/ps
Northern Career Institute,ncioh.edu/
Washington County Career Center-Adult Technical Training,https://www.thecareercenter.net/
Ohio Media School-Cincinnati,www.beonair.com/
Vantage Career Center,www.vantagecareercenter.com/
Indian Capital Technology Center-Muskogee,www.ictech.edu/
Western Technology Center,https://www.westtech.edu/
Mid-America Technology Center,www.matech.edu/
Eastern Oklahoma County Technology Center,www.eoctech.edu/
Wes Watkins Technology Center,www.wwtech.org/
York County School of Technology-Adult & Continuing Education,www.educationthatpays.com/
Chester County Intermediate Unit,www.chestercountynursing.org/
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,www.jefftech.us/
Greater Johnstown Career and Technology Center,www.gjctc.org/
Mifflin County Academy of Science and Technology,www.academynursing.com/
Lenape Technical School Practical Nursing Program,www.lenapepnp.net/
Venango County Area Vocational Technical School,www.vtc1.org/
Lancaster County Career and Technology Center,www.lancasterctc.edu/
Lebanon County Area Vocational Technical School,www.lcctc.edu/
Indiana County Technology Center,www.ictc.edu/
Northern Tier Career Center,https://www.ntccschool.org/
Hazleton Area Career Center,www.hasdk12.org/
All-State Career School-Pittsburgh,https://www.allstatecareer.edu/
D'Mart Institute,www.dmartpr.com/
Automeca Technical College-Aguadilla,www.automeca.com/
North Central Institute,https://www.nci.edu/
Pipo Academy of Hair Design,www.pipoacademy.com/
Tint School of Makeup and Cosmetology-Dallas,tintcosmetologyschools.com/
United Technical Center,unitedtechnicalcenterwv.com/
Charles H McCann Technical School,www.mccanntech.org/
Central California School of Continuing Education,ccsce.org/
HCA Florida Mercy Hospital School of Practical Nursing,www.hcafloridahealthcare.com/
Marion Technical College,www.mariontc.edu/
Rivertown School of Beauty Barber Skin Care and Nails,rivertownschoolofbeauty.com/
Atlanta Institute of Music and Media,aimm.edu/
Illinois Media School,beonair.com/locations/ohare-il-campus
New Dimensions School of Hair Design,newdimensionsschoolofhairdesign.com/
Jna Institute of Culinary Arts,https://www.culinaryarts.edu/
Putnam Career and Technical Center,www.pctc.edu/
Crawford County Career and Technical Center Practical Nursing Program,https://crawfordctc.org/programs/practical-nursing
Texas College of Cosmetology-San Angelo,www.texascollegecosmetology.com/
Automeca Technical College-Bayamon,www.automeca.com/
Automeca Technical College-Caguas,www.automeca.com/
Automeca Technical College-Ponce,www.automeca.com/
Centura College-Chesapeake,https://www.centuracollege.edu/campuses/chesapeake
University of Phoenix-Hawaii,https://www.phoenix.edu/
Prism Career Institute-Cherry Hill,prismcareerinstitute.edu/
Sonoran University of Health Sciences,www.sonoran.edu/
Escuela de Peritos Electricistas de Isabela Inc,www.escueladeperitospr.com/
Yeshiva D'monsey Rabbinical College,https://yeshivadmonsey.com/
Lincoln Technical Institute-Mahwah,www.lincolntech.edu/campus/mahwah-nj
Career Technical Institute,www.careertechnical.edu/
Northwest Vista College,alamo.edu/nvc/
Oconee Fall Line Technical College,www.oftc.edu/
York County Community College,https://www.yccc.edu/
Western Suffolk BOCES,www.wilsontech.org/
Arkansas State University-Mountain Home,www.asumh.edu/
Columbia Gorge Community College,www.cgcc.edu/
Bakke Graduate University,https://www.bgu.edu/
Tillamook Bay Community College,tillamookbaycc.edu/
Manhattan School of Computer Technology,www.manhattanschool.edu/
Ross College-Hopkinsville,https://rosseducation.edu/
Paul Mitchell the School-St. George,paulmitchell.edu/stgeorge
Cadillac Institute of Cosmetology,instituteofcos.com/
Arizona College of Nursing-Tempe,www.arizonacollege.edu/
Vanguard-Sentinel Adult Career and Technology Center,https://www.vscc.k12.oh.us/adult-ed/
Academy of Beauty Professionals,https://www.academyofbeautyprofessionals.com/
New York Conservatory for Dramatic Arts,www.nycda.edu/
Eastern International College-Jersey City,www.eicollege.edu/
Academia Serrant Inc,www.serrant.edu/
San Joaquin Valley College-Trades Education Center,www.sjvc.edu/
Pacific College,https://www.pacific-college.edu/
American College of Healthcare and Technology,www.ach.edu/
Compu-Med Vocational Careers Corp,compumed.edu/
Advantage Technical College,https://www.adtecpr.com/
Mid Cities Barber College,midcitiesbarbercollege.edu/
Midwestern University-Glendale,https://www.midwestern.edu/
Oregon Coast Community College,www.oregoncoastcc.org/
Gwinnett College-Sandy Springs,www.gwinnettcollege.edu/
Mildred Elley-Pittsfield Campus,www.mildred-elley.edu/
Embry-Riddle Aeronautical University-Worldwide,worldwide.erau.edu/
Merkaz Bnos-Business School,www.mbs-career.org/
Lia Schorr Institute of Cosmetic Skin Care Training,www.liaschorrinstitute.com/
CET-Alexandria,https://cetweb.edu/
Aviation Institute of Maintenance-Norfolk,https://aviationmaintenance.edu/campuses/norfolk-va
Centura College-Richmond Main,https://www.centuracollege.edu/campuses/richmond
Osceola Technical College,osceolaschools.net/otech
Miami Ad School,miamiadschool.com/
Green Country Technology Center,gctcok.edu/
Nova College de Puerto Rico,www.novacollegepr.com/
John Wesley International Barber and Beauty College,https://www.johnwesleybarberbeauty.com/
Southeastern College-West Palm Beach,www.sec.edu/
Ottawa University-Milwaukee,www.ottawa.edu/
Klamath Community College,https://www.klamathcc.edu/
American College of Acupuncture and Oriental Med,www.acaom.edu/
AOMA Graduate School of Integrative Medicine,https://aoma.edu/
Urban College of Boston,https://www.urbancollege.edu/
Strayer University-Maryland,www.strayer.edu/campus-locations/maryland/prince-georges
Empire Beauty School-Monroeville,www.empire.edu/
Southern Careers Institute-San Antonio,www.scitexas.edu/
Cayce/Reilly School of Massage,www.caycereilly.edu/
Prism Career Institute-West Atlantic City,prismcareerinstitute.edu/
Studio Jewelers,www.studiojewelersltd.com/
Praxis Institute,www.praxis.edu/
San Juan Bautista School of Medicine,www.sanjuanbautista.edu/
Texas Health and Science University,https://thsu.edu/
Carver Career Center,www.carvercareercenter.edu/
Cayuga Onondaga BOCES-Practical Nursing Program,www.cayboces.org/
Clearfield County Career and Technology Center,ccctc.edu/
Colegio de Cinematografia Artes y Television,https://www.ccatpuertorico.com/
Delaware County Technical School-Practical Nursing Program,www.dciu.org/lpn
Mid-Del Technology Center,www.middeltech.com/
New York Institute of Massage Inc,nyinstituteofmassage.com/
Dutchess BOCES-Practical Nursing Program,https://www.dcboces.org/cti/lpn
Escuela Tecnica de Electricidad,https://www.etepr.edu/
Institute of Technology,www.iot.edu/
Bristol Technical Education Center,bristol.cttech.org/
Genesee Valley BOCES-Practical Nursing Program,www.gvboces.org/
Henrico County-Saint Marys Hospital School of Practical Nursing,henricocte.com/career-classes/areas-of-study/practical-nursing/
Herkimer County BOCES-Practical Nursing Program,https://www.herkimer-boces.org/page/adult-practical-nursing
Graduate America College,www.ibc3.edu/
Cape Coral Technical College,capecoraltech.edu/
UPMC Mercy School of Nursing,https://www.upmc.com/mercyson
Ocean County Vocational-Technical School,www.ocvts.org/
Yeshiva of the Telshe Alumni,https://yeshivatelshealumni.com/
Kenneth Shuler School of Cosmetology-Rock Hill,www.kennethshuler.com/
CET-El Paso,https://cetweb.edu/
Appalachian School of Law,www.asl.edu/
Platt College-Ontario,www.plattcollege.edu/
Delaware College of Art and Design,www.dcad.edu/
American University of Health Sciences,https://www.auhs.edu/
Career Networks Institute,www.cnicollege.edu/
Monty Tech,www.montytech.net/
Okaloosa Technical College,www.otcollege.net/
Lincoln Technical Institute-Lincoln,www.lincolntech.edu/campus/lincoln-ri
Wayne County Schools Career Center,www.wayne-jvs.k12.oh.us/
Carolinas College of Health Sciences,www.carolinascollege.edu/
Western Governors University,www.wgu.edu/
California Aeronautical University,www.calaero.edu/
Herzing University-New Orleans,https://www.herzing.edu/
Florida Gulf Coast University,www.fgcu.edu/
Little Priest Tribal College,https://www.littlepriest.edu/
South Louisiana Community College,https://www.solacc.edu/
Pima Medical Institute-Chula Vista,https://pmi.edu/
Lincoln College of Technology-Marietta,www.lincolntech.edu/campus/marietta-ga
Academy of Hair Design-Lufkin,www.lufkinhairdesign.com/
Pathway Vocational Academy,https://www.pathwayvocationalacademy.com/
Cortiva Institute,www.cortiva.edu/
Toni & Guy Hairdressing Academy-Worcester,https://worcester.toniguy.edu/
Northwest HVAC/R Training Center,www.inwhvac.org/
Myotherapy Institute,www.myotherapy.edu/
Florida College of Integrative Medicine,https://www.fcim.edu/
New Professions Technical Institute,www.npti.edu/
Strand College of Hair Design,www.strandcollege.com/
Ilisagvik College,www.ilisagvik.edu/
Community College of Baltimore County,www.ccbcmd.edu/
White Earth Tribal and Community College,www.wetcc.edu/
Blue Cliff College-Metairie,www.bluecliffcollege.edu/
Creative Images Institute of Cosmetology-North Dayton,www.creativeimages.edu/
Dewey University-Carolina,dewey.edu/
Yeshiva College of the Nations Capital,ycnc.org/
Louisiana State University Health Sciences Center-Shreveport,https://www.lsuhs.edu/
Hair Academy II,hairacademy2.com/
River Parishes Community College,www.rpcc.edu/
Los Angeles Film School,www.lafilm.edu/
Century College,www.centurycollege.edu/
FINE Mortuary College,www.fmc.edu/
International Baptist College and Seminary,www.ibcs.edu/ibc/
Gwinnett College,www.gwinnettcollege.edu/
Medical Training College,www.mtcbr.com/
University of Connecticut-Waterbury Campus,https://waterbury.uconn.edu/
University of Connecticut-Avery Point,https://averypoint.uconn.edu/
University of Connecticut-Stamford,https://stamford.uconn.edu/
University of Management and Technology,https://www.umtweb.edu/
Baton Rouge Community College,www.mybrcc.edu/
IYRS School of Technology & Trades,www.iyrs.edu/
Midwest Technical Institute-Illinois,www.midwesttech.edu/
Advanced Barber College and Hair Design,abcrgv.com/
The College of Health Care Professions-Austin,www.chcp.edu/
New Community Career & Technical Institute,www.newcommunity.org/
The Chicago School-College of Nursing,https://www.thechicagoschool.edu/in-the-community/locations/
Professional Golfers Career College,www.golfcollege.edu/
Chester Career College,chestercareercollege.edu/
Milan Institute-San Antonio Ingram,www.milaninstitute.edu/
Rudae's School of Beauty Culture-Ft Wayne,www.rudaes.edu/
Carrington College-San Jose,https://carrington.edu/
Brookline College-Tucson,www.brooklinecollege.edu/
Miller-Motte College-McCann-Lewisburg,https://www.mccann.edu/
Carrington College-Pleasant Hill Campus,https://carrington.edu/
Cortiva Institute,www.cortiva.edu/
Modern Hairstyling Institute-Carolina,www.modern.edu/
Universal Technical Institute of California Inc,www.uti.edu/
American InterContinental University-Atlanta,www.aiuniv.edu/online-campus/campus-locations/atlanta
The Academy of Hair Design Six,www.academyofhair.com/
Eastern West Virginia Community and Technical College,www.easternwv.edu/
Aviation Institute of Maintenance-Indianapolis,https://aviationmaintenance.edu/campuses/indianapolis-in
IVAEM College,https://www.ivaempr.com/
Midwest College of Oriental Medicine-Skokie,www.acupuncture.edu/
